ResponseId,PLZ,Bundesland,Kreis,Stadt.Dummy,EW.km2,Rural.Dummy,EW,Metropol.Dummy,,
R_YX0JxW3ta37hZVD,15936,Brandenburg,Dahme-Spreewald,Kreis,70,1,154521,0,,
R_1cZaRu5I3uiHAaV,16303,Brandenburg,Uckermark,Kreis,56,1,56148,0,,
R_1jU717HTDcGZfzG,16321,Brandenburg,Barnim,Kreis,125,1,185244,0,,
R_2yg8nSKZ4UZM4gZ,16515,Brandenburg,Oberhavel,Kreis,118,1,212914,0,,
R_294asp9GOGAkGtR,16515,Brandenburg,Oberhavel,Kreis,118,1,212914,0,,
R_3OjGv68WQz2GzNQ,16540,Brandenburg,Oberhavel,Kreis,118,1,212914,0,,
R_3R4n3XgtbyCuZ2K,16775,Brandenburg,Oberhavel,Kreis,118,1,212914,0,,
R_2rjXFvb6e5Tr93a,16792,Brandenburg,Oberhavel,Kreis,118,1,212914,0,,
R_3NV7NJS0ZGkMr62,16835,Brandenburg,Ostprignitz-Ruppin,Kreis,39,1,98861,0,,
R_eXxdfwhPq0rdGXT,16845,Brandenburg,Havelland,Kreis,21,1,419,0,,
R_UuXJy7RswmAHLTX,17036,Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Kreis,47,1,258074,0,,
R_agWyWkSP7t2yfap,17109,Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Kreis,47,1,258074,0,,
R_3MmpbOCyu3vLTto,17139,Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Kreis,47,1,258074,0,,
R_1eXKyrzSJzea6Ds,17192,Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Kreis,47,1,258074,0,,
R_1jCjSQqgrwO0Tbr,17291,Brandenburg,Uckermark,Kreis,30,1,62799,0,,
R_1opZO4KpJpdP2X5,17358,Mecklenburg-Vorpommern,Vorpommern-Greifswald,Kreis,60,1,235623,0,,
R_1hA9uY4DkojeFST,17489,Mecklenburg-Vorpommern,Vorpommern-Greifswald,Kreis,60,1,235623,0,,
R_3MgUflrBuaanCkM,17509,Mecklenburg-Vorpommern,Vorpommern-Greifswald,Kreis,60,1,235623,0,,
R_1Fxinm3708mcg8s,18069,Mecklenburg-Vorpommern,Rostock,Stadt,1153,0,209191,0,,
R_2P71b3GIEgLctrB,18106,Mecklenburg-Vorpommern,Rostock,Stadt,1153,0,209191,0,,
R_3EcZH1nquz7cAtL,18239,Mecklenburg-Vorpommern,Rostock,Kreis,70,1,193594,0,,
R_1FrBlqyCs8fUFGe,18258,Mecklenburg-Vorpommern,Rostock,Kreis,70,1,193594,0,,
R_2QFXmFqmjfZp4Z5,18276,Mecklenburg-Vorpommern,Rostock,Kreis,70,1,193594,0,,
R_1LNyhwjzRkW4SX2,18311,Mecklenburg-Vorpommern,Vorpommern-Rügen,Kreis,70,1,224702,0,,
R_3QFykIurOk6d8mG,18311,Mecklenburg-Vorpommern,Vorpommern-Rügen,Kreis,70,1,224702,0,,
R_3Ed9Aa1h7enGqCR,18356,Mecklenburg-Vorpommern,Vorpommern-Rügen,Kreis,70,1,224702,0,,
R_1C1qoduIGqtCoX8,18528,Mecklenburg-Vorpommern,Vorpommern-Rügen,Kreis,70,1,224702,0,,
R_21t8Xi1QEQMGznY,19053,Mecklenburg-Vorpommern,Schwerin,Stadt,733,0,95653,0,,
R_1qX78agClddjPav,19055,Mecklenburg-Vorpommern,Schwerin,Stadt,733,0,95653,0,,
R_1pGbKSBlP0Kg0vC,19055,Mecklenburg-Vorpommern,Schwerin,Stadt,733,0,95653,0,,
R_3NOpOzqog0whvnk,19217,Mecklenburg-Vorpommern,Nordwestmecklenburg,Kreis,46,1,38000,0,,
R_22zUbK8M4qk8d6h,19309,Brandenburg,Prignitz,Kreis,44,1,49896,0,,
R_1eE59xFZjwFRPPa,19357,Mecklenburg-Vorpommern,Ludwigslust-Parchim,Kreis,44,1,211779,0,,
R_1FhoWcW1CkxBP1w,19370,Mecklenburg-Vorpommern,Ludwigslust-Parchim,Kreis,44,1,211779,0,,
R_2V2xicsmkstsZ8S,20249,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_3Hodw5bkyRa2qoQ,20537,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_2cA9DrrwcMtxuN0,21031,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_1oojDbslXfxc78a,21033,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_1oCqPsKkcjdnZyC,21033,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_3FLqvBXrzMD1zir,21073,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_2V1jeuQfGsJxWaM,21075,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_2dR389xuf9Sf43D,21075,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_TnK1tcXAO35vP0J,21075,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_3R3AhNujurTu7GG,21129,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_3FP4uN4u0ChiX07,21217,Niedersachsen,Harburg,Kreis,204,0,254431,0,,
R_3D0TXJNPVgYQgCS,21217,Niedersachsen,Harburg,Kreis,204,0,254431,0,,
R_prSf5K3YP14mkgh,21220,Niedersachsen,Harburg,Kreis,204,0,254431,0,,
R_3h3zJERjCfRHq8y,21244,Niedersachsen,Harburg,Kreis,204,0,254431,0,,
R_1mnjF3N5FgHQFvM,21335,Niedersachsen,Lüneburg,Kreis,164,0,179174,0,,
R_1MM27GH2QEOzxYz,21339,Niedersachsen,Lüneburg,Kreis,164,0,179174,0,,
R_x0cISU3ljbGnJRv,21398,Niedersachsen,Lüneburg,Kreis,164,0,179174,0,,
R_3szgp19NKwcRtIs,21423,Niedersachsen,Harburg,Kreis,204,0,254431,0,,
R_1Qtn6ldN2kO30Un,21436,Niedersachsen,Harburg,Kreis,204,0,254431,0,,
R_AEE04DK1LURGLD3,21465,Schleswig-Holstein,Herzogtum Lauenburg,Kreis,242,0,117080,0,,
R_6zcYZA7hzDOgXiF,21706,Niedersachsen,Stade,Kreis,167,0,199890,0,,
R_BryPTymP04EqVfX,21734,Niedersachsen,Stade,Kreis,167,0,199890,0,,
R_a9Sya1pJqSBMwVj,22041,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_277iV0NvA3Rzo6I,22083,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_3gMzSrZtd6JvdVr,22087,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_1CDbyE9g3hkTZrd,22087,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_3knXPKYvMwLOJf1,22087,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_2QffXULcCmpIaQ3,22089,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_eLmhF4VrMHVsY6Z,22117,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_2dxSBgpnqzvFTE0,22119,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_1hSWAUy5rpPPjlB,22119,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_2rBYXRMthyxqjPr,22143,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_3ixVDiScBmZyjTf,22143,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_1KdOki2yBQdf87I,22143,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_2ROIk8w69EQTZFG,22145,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_3JkIulSVaVflp3a,22175,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_2PdswUgg9k6vDlr,22297,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_2XboS1WNkTbiXwy,22301,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_AbwuO78cVeZtI1r,22301,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_6got6nW4HRhGj9n,22301,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_bHhXqfTanwfjy7v,22307,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_1gklg7mzWvJBiLE,22335,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_SVjqmJ5hbXJqCch,22337,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_1E4D4wmN0TJODj8,22415,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_V2yOykzlXT5k1yx,22455,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_1pYVCDc5UiDhVhS,22459,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_3FIf2MXGkIsrUCL,22547,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_2ffyBRucxRJ3HNz,22549,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_2wRM1aF80edK7zq,22607,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_12g9cPcLaPymy1e,22609,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_b6ZLa9cLqOA8myt,22765,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_1oaUHoddE76zq00,22767,Hamburg,Hamburg,Stadt,2446,0,1847253,1,,
R_1o1o3wyJ9JW4wZM,22850,Schleswig-Holstein,Segeberg,Kreis,1366,0,79357,0,,
R_3kixagF8v3h9ANJ,22880,Schleswig-Holstein,Pinneberg,Kreis,1211,0,53040,0,,
R_3EEWIbHQpqJ2U5e,22880,Schleswig-Holstein,Pinneberg,Kreis,1211,0,53040,0,,
R_1QfFTSeVteR7KPC,22885,Schleswig-Holstein,Stormarn,Kreis,353,0,137947,0,,
R_232hkTYOKmcfeYR,22885,Schleswig-Holstein,Stormarn,Kreis,353,0,137947,0,,
R_3dWEnoB3gC7x633,22926,Schleswig-Holstein,Stormarn,Kreis,353,0,137947,0,,
R_2wL8ineFoK7Wri7,23552,Schleswig-Holstein,Lübeck,Stadt,1011,0,216530,0,,
R_1KwGqtTcpgNm05e,23554,Schleswig-Holstein,Lübeck,Stadt,1011,0,216530,0,,
R_3sskTKOWduBm17e,23560,Schleswig-Holstein,Lübeck,Stadt,1011,0,216530,0,,
R_27Bj6mujM9jKoBZ,23564,Schleswig-Holstein,Lübeck,Stadt,1011,0,216530,0,,
R_2Ucv8JjrF2nKagz,23564,Schleswig-Holstein,Lübeck,Stadt,1011,0,216530,0,,
R_25ygSl3VS0MUgCf,23689,Schleswig-Holstein,Ostholstein,Kreis,144,1,200539,0,,
R_02Lta858AxYQ11L,23795,Schleswig-Holstein,Segeberg,Kreis,126,1,69458,0,,
R_3M9H9edZ7be1WJs,23858,Schleswig-Holstein,Stormarn,Kreis,179,0,59793,0,,
R_rfgySFe0ey5OO2J,23909,Schleswig-Holstein,Herzogtum Lauenburg,Kreis,112,1,75470,0,,
R_31F9gTrpFnxStom,23936,Mecklenburg-Vorpommern,Nordwestmecklenburg,Kreis,92,1,119322,0,,
R_1eJFGpO74yvEFgm,23942,Mecklenburg-Vorpommern,Nordwestmecklenburg,Kreis,92,1,119322,0,,
R_2zD3BfhGprnYImu,23946,Mecklenburg-Vorpommern,Nordwestmecklenburg,Kreis,92,1,119322,0,,
R_3sihnuIf9qaiqn0,23970,Mecklenburg-Vorpommern,Nordwestmecklenburg,Kreis,92,1,119322,0,,
R_pyCM1KKNy7yaoWl,24105,Schleswig-Holstein,Kiel,Stadt,2080,0,246794,0,,
R_24FMybbBfiDsB1E,24105,Schleswig-Holstein,Kiel,Stadt,2080,0,246794,0,,
R_1pn6Hsuzi8fXYdh,24105,Schleswig-Holstein,Kiel,Stadt,2080,0,246794,0,,
R_279BOHUzGU7ZsOr,24106,Schleswig-Holstein,Kiel,Stadt,2080,0,246794,0,,
R_1BR5KW3u1FF6Box,24109,Schleswig-Holstein,Kiel,Stadt,2080,0,246794,0,,
R_2PpqTZePfOAjDvm,24114,Schleswig-Holstein,Kiel,Stadt,2080,0,246794,0,,
R_RIXSdB1pMvTgn29,24118,Schleswig-Holstein,Kiel,Stadt,2080,0,246794,0,,
R_2QnuGAOJwZ1gypV,24143,Schleswig-Holstein,Kiel,Stadt,2080,0,246794,0,,
R_2ymgKKWkNOFNg08,24146,Schleswig-Holstein,Kiel,Stadt,2080,0,246794,0,,
R_1gvh80NMgSF0x1g,24232,Schleswig-Holstein,Plön,Kreis,120,1,128496,0,,
R_3qvOuo7mB3QHr1V,24244,Schleswig-Holstein,Rendsburg-Eckernförde,Kreis,131,1,266551,0,,
R_2Pd6KoCZ5TVrH4A,24537,Schleswig-Holstein,Neumünster,Stadt,1119,0,80196,0,,
R_9zvdOYm4yZvRFvz,24539,Schleswig-Holstein,Neumünster,Stadt,1119,0,80196,0,,
R_2f2HWisHCmdLCC5,24783,Schleswig-Holstein,Rendsburg-Eckernförde,Kreis,131,1,266551,0,,
R_3IQql4EapuCZplo,24848,Schleswig-Holstein,Schleswig-Flensburg,Kreis,98,1,199338,0,,
R_eKAVaHcJWgEkk5b,24939,Schleswig-Holstein,Flensburg,Stadt,1701,0,90164,0,,
R_24q7Jme6IGOpy96,24966,Schleswig-Holstein,Schleswig-Flensburg,Kreis,98,1,199338,0,,
R_3dKvVvVoZ2rx0CW,25336,Schleswig-Holstein,Pinneberg,Kreis,425,0,261757,0,,
R_2yeFT1OMJ52VGc2,25337,Schleswig-Holstein,Pinneberg,Kreis,425,0,261757,0,,
R_3CUXzElzfaekmih,25421,Schleswig-Holstein,Pinneberg,Kreis,425,0,261757,0,,
R_2alCqrxoU2mhZmd,25436,Schleswig-Holstein,Pinneberg,Kreis,425,0,261757,0,,
R_2Ppaq04BPivGRW1,25451,Schleswig-Holstein,Pinneberg,Kreis,425,0,261757,0,,
R_1mn4FCaWrAYZvRE,25482,Schleswig-Holstein,Pinneberg,Kreis,425,0,261757,0,,
R_1mftqYvsKcbPHV0,25497,Schleswig-Holstein,Pinneberg,Kreis,425,0,261757,0,,
R_3KNOQePv3yIUOl6,25524,Schleswig-Holstein,Steinburg,Kreis,126,1,128318,0,,
R_2SjDjGyN7LSm6OZ,25712,Schleswig-Holstein,Dithmarschen,Kreis,93,1,133193,0,,
R_AdQMQnjMGxnjeNz,25712,Schleswig-Holstein,Dithmarschen,Kreis,93,1,133193,0,,
R_1hTjVOAbPQl9zQ9,25746,Schleswig-Holstein,Dithmarschen,Kreis,93,1,133193,0,,
R_2v7FvdaDyoQNLFM,25761,Schleswig-Holstein,Dithmarschen,Kreis,93,1,133193,0,,
R_3g6EyosUPLwcJyh,25774,Schleswig-Holstein,Dithmarschen,Kreis,93,1,133193,0,,
R_12gtHzfUePpGSXF,25836,Schleswig-Holstein,Nordfriesland,Kreis,80,1,165951,0,,
R_10qLcYdx6szxxSV,25899,Schleswig-Holstein,Nordfriesland,Kreis,80,1,165951,0,,
R_1hQKz7OXdGTkgnC,25924,Schleswig-Holstein,Nordfriesland,Kreis,80,1,165951,0,,
R_2EuyPhB30mYAqwi,26122,Niedersachsen,Oldenburg,Stadt,1640,0,169077,0,,
R_12avmzNaW5TI0Mr,26131,Niedersachsen,Oldenburg,Stadt,1640,0,169077,0,,
R_1ETuxdaV6zYu9bP,26180,Niedersachsen,Ammerland,Kreis,171,0,124859,0,,
R_1mEHUbxPaG1M8jB,26197,Niedersachsen,Oldenburg,Kreis,116,1,46319,0,,
R_3no87btPaYICetr,26203,Niedersachsen,Oldenburg,Kreis,116,1,46319,0,,
R_Rt6qpzBRTP4c0vL,26389,Niedersachsen,Wilhelmshaven,Stadt,711,0,76089,0,,
R_3kbarUuKYod9aS8,26506,Niedersachsen,Aurich,Kreis,147,1,189694,0,,
R_Uru8qcf9v23NRwR,26532,Niedersachsen,Aurich,Kreis,147,1,189694,0,,
R_1f1MQcMj6sS6fUC,26556,Niedersachsen,Wittmund,Kreis,87,1,56926,0,,
R_3DtgIGk3RjUpgiE,26603,Niedersachsen,Aurich,Kreis,147,1,189694,0,,
R_24bAryEBZQxXQQ4,26605,Niedersachsen,Aurich,Kreis,147,1,189694,0,,
R_1ozjZ8w1fSemFTS,26676,Niedersachsen,Cloppenburg,Kreis,103,1,57332,0,,
R_1IcPEDreAUXChVp,26721,Niedersachsen,Emden,Stadt,444,0,49913,0,,
R_215mXwYNIymY0Gh,26725,Niedersachsen,Emden,Stadt,444,0,49913,0,,
R_2qBOeVoLF0g3Ktr,26759,Niedersachsen,Aurich,Kreis,147,1,189694,0,,
R_yU4EIliVZpSJzlT,26789,Niedersachsen,Leer,Kreis,157,0,170756,0,,
R_3m43gBdaWLEOFJB,26789,Niedersachsen,Leer,Kreis,157,0,170756,0,,
R_cMS657sKJzgz6r7,26802,Niedersachsen,Leer,Kreis,157,0,170756,0,,
R_3JnaoHsoOFHMZkl,26871,Niedersachsen,Emsland,Kreis,115,1,78268,0,,
R_1pYVpl4n0iWwyqE,26871,Niedersachsen,Emsland,Kreis,115,1,78268,0,,
R_1CEjeJ50PtEwu1H,26871,Niedersachsen,Emsland,Kreis,115,1,78268,0,,
R_Ck5liVvqUPbNGcp,26939,Niedersachsen,Wesermarsch,Kreis,106,1,74572,0,,
R_1cS1CYrg59PTBP4,26954,Niedersachsen,Wesermarsch,Kreis,106,1,74572,0,,
R_2cel4U1LuDM7Amx,27283,Niedersachsen,Verden,Kreis,137,1,76390,0,,
R_3ikhZ1hMIf9827S,27327,Niedersachsen,Diepholz,Kreis,73,1,77137,0,,
R_1FhPxOpAUrissi7,27356,Niedersachsen,Rotenburg Wümme,Kreis,79,1,163782,0,,
R_2R1uygnVdo7PjuM,27432,Niedersachsen,Rotenburg Wümme,Kreis,79,1,163782,0,,
R_3D1rZFX8PSIyKCn,27432,Niedersachsen,Rotenburg Wümme,Kreis,79,1,163782,0,,
R_BDQu0MsO2RlE4H7,27568,Bremen,Bremerhaven,Stadt,1119,0,113643,0,,
R_238MeNPesVxJtn4,27570,Bremen,Bremerhaven,Stadt,1119,0,113643,0,,
R_AGrV0KAGudMqg8N,27570,Bremen,Bremerhaven,Stadt,1119,0,113643,0,,
R_2Ucs6K7gOBYSIj5,27639,Niedersachsen,Cuxhaven,Kreis,112,1,151248,0,,
R_BycJJy2GfUEM1nr,27751,Niedersachsen,Delmenhorst,Stadt,1242,0,77559,0,,
R_3kh5l9rpcRxXidR,27793,Niedersachsen,Oldenburg,Kreis,127,1,84571,0,,
R_24ekeOJar59AoGz,28195,Bremen,Bremen,Stadt,1786,0,567559,1,,
R_yrIRheSTOgqW9TH,28197,Bremen,Bremen,Stadt,1786,0,567559,1,,
R_3PpMQEQume1ZcER,28203,Bremen,Bremen,Stadt,1786,0,567559,1,,
R_1H1rkAmHyMllVdq,28209,Bremen,Bremen,Stadt,1786,0,567559,1,,
R_1EWYy54o51TE2CT,28213,Bremen,Bremen,Stadt,1786,0,567559,1,,
R_3EX6wCDaeTMRJDx,28279,Bremen,Bremen,Stadt,1786,0,567559,1,,
R_2cCLv7wpyYoIY4X,28325,Bremen,Bremen,Stadt,1786,0,567559,1,,
R_2QQK5akDrbCDDEB,28779,Bremen,Bremen,Stadt,1786,0,567559,1,,
R_2CHynJyjMlUlM8p,28832,Niedersachsen,Verden,Kreis,263,0,60743,0,,
R_2AXyGEX2fM9CdwH,28857,Niedersachsen,Diepholz,Kreis,328,0,88722,0,,
R_UWutdX3ALti6w3D,29369,Niedersachsen,Gifhorn,Kreis,47,1,33838,0,,
R_1MVVl4ErDbCIKPA,29456,Niedersachsen,Lüchow-Dannenberg,Kreis,43,1,48412,0,,
R_3Pdir3jZa4hWcAI,29614,Niedersachsen,Heidekreis,Kreis,76,1,137083,0,,
R_1FEuQJEsWnQevvs,29640,Niedersachsen,Heidekreis,Kreis,76,1,137083,0,,
R_21zEhtTGgYAFDCg,29693,Niedersachsen,Heidekreis,Kreis,76,1,137083,0,,
R_1PTcR3zzf2fTuka,29699,Niedersachsen,Heidekreis,Kreis,76,1,137083,0,,
R_3iljXjuXXAhepXo,30161,Niedersachsen,Hannover,Kreis,791,0,923822,1,,
R_usPxNKdyFaSjopX,30161,Niedersachsen,Hannover,Kreis,791,0,923822,1,,
R_2truzcB3cDH8LtP,30169,Niedersachsen,Hannover,Kreis,791,0,923822,1,,
R_QlIYUiaLeqYdfl7,30175,Niedersachsen,Hannover,Kreis,791,0,923822,1,,
R_2EGgrWiC3rqnep4,30179,Niedersachsen,Hannover,Kreis,791,0,923822,1,,
R_2e9kjvdkg8crXjI,30419,Niedersachsen,Hannover,Kreis,791,0,923822,1,,
R_22AdwrRovndR0CZ,30451,Niedersachsen,Hannover,Kreis,791,0,923822,1,,
R_2fqCqiYDWdOTrxT,30451,Niedersachsen,Hannover,Kreis,791,0,923822,1,,
R_D36j2YbfFpiUCZj,30453,Niedersachsen,Hannover,Kreis,791,0,923822,1,,
R_2ypcbW4x37lS1mO,30455,Niedersachsen,Hannover,Kreis,791,0,923822,1,,
R_3GCmATHXIoiqvGP,30457,Niedersachsen,Hannover,Kreis,791,0,923822,1,,
R_bCoEeUKPQUXu28V,30459,Niedersachsen,Hannover,Kreis,791,0,923822,1,,
R_3iVAjPbm11J7RsJ,30519,Niedersachsen,Hannover,Kreis,791,0,923822,1,,
R_2EnrRDD6lKjlrmR,30539,Niedersachsen,Hannover,Kreis,791,0,923822,1,,
R_abHyjneQDWvrlmN,30625,Niedersachsen,Hannover,Kreis,791,0,923822,1,,
R_2DTQHLuUfdQ4MVL,30625,Niedersachsen,Hannover,Kreis,791,0,923822,1,,
R_2cztcu565TAe0Xo,30823,Niedersachsen,Hannover,Kreis,791,0,923822,1,,
R_2nIOpmVGEJStdqp,30853,Niedersachsen,Hannover,Kreis,791,0,923822,1,,
R_SOV06NZS24doKQh,30855,Niedersachsen,Hannover,Kreis,791,0,923822,1,,
R_24raDPQsaixwgsF,30900,Niedersachsen,Hannover,Kreis,791,0,923822,1,,
R_1YRr4AkO56m5J05,30926,Niedersachsen,Hannover,Kreis,791,0,923822,1,,
R_3nMnHnq5C7YTuKg,30926,Niedersachsen,Hannover,Kreis,791,0,923822,1,,
R_2Wxpddvle5BhHxa,30926,Niedersachsen,Hannover,Kreis,791,0,923822,1,,
R_3R4NpR0cmz5Q1Ji,30952,Niedersachsen,Hannover,Kreis,791,0,923822,1,,
R_NUpDfxXEwni32lH,30974,Niedersachsen,Hannover,Kreis,791,0,923822,1,,
R_3jf9PoZdLXITZtr,31061,Niedersachsen,Hildesheim,Kreis,228,0,275817,0,,
R_26lpL4xuhKiHKcd,31134,Niedersachsen,Hildesheim,Kreis,228,0,275817,0,,
R_2ATJTPyxkVh86Wt,31134,Niedersachsen,Hildesheim,Kreis,228,0,275817,0,,
R_UzHHsuGphIBPtFn,31180,Niedersachsen,Hildesheim,Kreis,228,0,275817,0,,
R_Djf6aJZYInMFyJH,31180,Niedersachsen,Hildesheim,Kreis,228,0,275817,0,,
R_3MQ0jxlTJKDaq5C,31199,Niedersachsen,Hildesheim,Kreis,228,0,275817,0,,
R_2fIoyeuCjq5k1qH,31275,Niedersachsen,Hannover,Kreis,207,0,233293,0,,
R_1mIRMBV76n7yxC7,31275,Niedersachsen,Hannover,Kreis,207,0,233293,0,,
R_1FEUNVrPqRBi5nm,31303,Niedersachsen,Hannover,Kreis,207,0,233293,0,,
R_2XdjcYY2rwhzNMj,31319,Niedersachsen,Hannover,Kreis,207,0,233293,0,,
R_2scjz45nQZfdXXl,31515,Niedersachsen,Hannover,Kreis,207,0,233293,0,,
R_27IE7taMSMvPgUb,31535,Niedersachsen,Hannover,Kreis,207,0,233293,0,,
R_2SBGV7TD1V4WlgJ,31555,Niedersachsen,Schaumburg,Kreis,234,0,157820,0,,
R_1hJTwKsSuFzqBuQ,31618,Niedersachsen,Nienburg_Weser,Kreis,88,1,104518,0,,
R_2PuM43gMRWzLC5B,31688,Niedersachsen,Schaumburg,Kreis,234,0,157820,0,,
R_3stZCYSpvPzM1XD,31691,Niedersachsen,Schaumburg,Kreis,234,0,157820,0,,
R_1gCQUIH3Rt70noo,31785,Niedersachsen,Hameln-Pyrmont,Kreis,186,0,148549,0,,
R_27ECX1AAh9u2T6g,31832,Niedersachsen,Hannover,Kreis,207,0,233293,0,,
R_24zMp9ts3pXRYYU,31848,Niedersachsen,Hameln-Pyrmont,Kreis,186,0,148549,0,,
R_z5TVZPae0gSh2PT,32052,Nordrhein-Westfalen,Herford,Kreis,556,0,250578,0,,
R_2YS9ycbQLlwuKLe,32052,Nordrhein-Westfalen,Herford,Kreis,556,0,250578,0,,
R_25R9Tnix4Offygf,32130,Nordrhein-Westfalen,Herford,Kreis,556,0,250578,0,,
R_424swvvp8kcxje9,32278,Nordrhein-Westfalen,Herford,Kreis,556,0,250578,0,,
R_2OHL7QOyKYlMxhf,32339,Nordrhein-Westfalen,Minden-Lübbecke,Kreis,269,0,310409,0,,
R_1cZgYP1s8e2tCYH,32425,Nordrhein-Westfalen,Minden-Lübbecke,Kreis,269,0,310409,0,,
R_3GoFwUiPwDwYOGf,32457,Nordrhein-Westfalen,Minden-Lübbecke,Kreis,269,0,310409,0,,
R_2AX0TQoXASuD4lc,32657,Nordrhein-Westfalen,Lippe,Kreis,277,0,304850,0,,
R_UAUqTZ6TCUrZo5j,32756,Nordrhein-Westfalen,Lippe,Kreis,277,0,304850,0,,
R_1jK9ClCIJKepCwS,32791,Nordrhein-Westfalen,Lippe,Kreis,277,0,304850,0,,
R_3FL2nDkn1MPyenW,32791,Nordrhein-Westfalen,Lippe,Kreis,277,0,304850,0,,
R_2Wxsicju6GXhJBB,33014,Nordrhein-Westfalen,Höxter,Kreis,112,1,41180,0,,
R_9Bk9hFHxShSLxlf,33014,Nordrhein-Westfalen,Höxter,Kreis,112,1,41180,0,,
R_3EtHwRfGfDIIL1T,33100,Nordrhein-Westfalen,Paderborn,Kreis,247,0,307839,0,,
R_1H4eQxnDxU1JsaJ,33100,Nordrhein-Westfalen,Paderborn,Kreis,247,0,307839,0,,
R_2uPz7HvJc63W6gv,33100,Nordrhein-Westfalen,Paderborn,Kreis,247,0,307839,0,,
R_3HHtB0zUflFbcd5,33154,Nordrhein-Westfalen,Paderborn,Kreis,247,0,307839,0,,
R_BYtEBdLnKl7Ykpz,33332,Nordrhein-Westfalen,Gütersloh,Kreis,377,0,364938,0,,
R_WiAfJYzplRqOAvL,33334,Nordrhein-Westfalen,Gütersloh,Kreis,377,0,364938,0,,
R_TjEDo9NcoIl8Ptf,33605,Nordrhein-Westfalen,Bielefeld,Stadt,1291,0,334195,0,,
R_1NCWfut0jeDuBbL,33605,Nordrhein-Westfalen,Bielefeld,Stadt,1291,0,334195,0,,
R_SGCHijvGRr3oQ5r,33615,Nordrhein-Westfalen,Bielefeld,Stadt,1291,0,334195,0,,
R_cPanbteE8ss6w3D,33617,Nordrhein-Westfalen,Bielefeld,Stadt,1291,0,334195,0,,
R_2xDjX5OWdqkrHRb,33619,Nordrhein-Westfalen,Bielefeld,Stadt,1291,0,334195,0,,
R_3fiLICuSzKOre3C,33647,Nordrhein-Westfalen,Bielefeld,Stadt,1291,0,334195,0,,
R_3snVnW6bnTKsC05,33699,Nordrhein-Westfalen,Bielefeld,Stadt,1291,0,334195,0,,
R_1cSNsxQwR8DxMc0,33739,Nordrhein-Westfalen,Bielefeld,Stadt,1291,0,334195,0,,
R_31SHJHiAF8YJXnF,33790,Nordrhein-Westfalen,Gütersloh,Kreis,377,0,364938,0,,
R_2DXIq0TkJHsaTLJ,33790,Nordrhein-Westfalen,Gütersloh,Kreis,377,0,364938,0,,
R_3oH1gMAFEG76vgx,33803,Nordrhein-Westfalen,Gütersloh,Kreis,377,0,364938,0,,
R_3ke2QVKH3fyoNXm,34121,Hessen,Kassel,Stadt,1893,0,202137,0,,
R_1CvBkaOCdnckpK6,34121,Hessen,Kassel,Stadt,1893,0,202137,0,,
