ResponseId,partner_work_hours,partner_work_hours_cat,num_children,num_partners,num_parents,num_siblings,age,gender,gender_code,education_level,education_cat,zip_code,vocational_qualification,has_university_degree,height_cm,weight_kg,bmi,risk_tolerance,personal_income_change,partner_income_change,task_share_food,task_share_childcare,task_share_education,task_share_housework,health_status,health_status_cat,household_income,personal_income,household_income_cat,personal_income_cat
R_2cdCAU0r6G2OKxk,55.0,Mehr als 50 Stunden,0.0,1.0,0.0,0.0,61.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),73565.0,"Master,Promotion",1,178.0,80.0,25.24933720489837,10.0,-2.0,0.0,100.0,,,100.0,4.0,Gut,2250.5,,2001-2500€,
R_2qaxxlyWgrZBqZ7,35.5,31-40 Stunden,,,,,51.0,Male,1.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),86609.0,Lehre/ Berufsausbildung im dualen System,0,185.0,112.0,32.72461650840029,6.0,,,,,,,4.0,Gut,,1750.5,,1501-2000€
R_ZCtvpnRYRAQ7Mg9,35.5,31-40 Stunden,0.0,1.0,0.0,0.0,62.0,Female,2.0,3.0,Abschluss der Polytechnischen Oberschule der DDR,96476.0,Lehre/ Berufsausbildung im dualen System,0,169.0,71.0,24.859073561850078,4.0,-1.0,0.0,25.0,,,60.0,4.0,Gut,3250.5,,3001-3500€,
R_NUVCFZJacwghzyN,35.5,31-40 Stunden,,,,,37.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),89079.0,Master,1,176.0,84.0,27.117768595041323,3.0,,,,,,,4.0,Gut,,2750.5,,2501-3000€
R_1MXuEUl9JD54iWx,0.0,Nicht erwerbstätig,0.0,0.0,0.0,0.0,61.0,Male,1.0,2.0,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),44625.0,Lehre/ Berufsausbildung im dualen System,0,193.0,114.0,30.604848452307447,6.0,,,,,,,3.0,Zufriedenstellend,750.5,,501-1000€,
R_BV7KnxkAp5fkGEF,25.5,21-30 Stunden,0.0,1.0,0.0,0.0,58.0,Female,2.0,2.0,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),63073.0,Lehre/ Berufsausbildung im dualen System,0,172.0,64.0,21.63331530557058,1.0,0.0,-1.0,68.0,,,100.0,4.0,Gut,3250.5,,3001-3500€,
R_2a8euuM3kMzxECG,0.0,Nicht erwerbstätig,,,,,53.0,Male,1.0,2.0,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),86381.0,Lehre/ Berufsausbildung im dualen System,0,178.0,103.0,32.50852165130665,7.0,,,,,,,1.0,Schlecht,,750.5,,501-1000€
R_3GBeeJSZliNDerh,5.5,1-10 Stunden,0.0,1.0,0.0,0.0,59.0,Female,2.0,3.0,Abschluss der Polytechnischen Oberschule der DDR,2785.0,Lehre/ Berufsausbildung im dualen System,0,165.0,67.0,24.609733700642796,0.0,-2.0,0.0,24.0,,,11.0,2.0,Weniger gut,1750.5,,1501-2000€,
R_25z2znqff54RXlP,45.5,41-50 Stunden,0.0,0.0,1.0,1.0,35.0,Male,1.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),30161.0,Lehre/ Berufsausbildung im dualen System,0,182.0,91.0,27.47252747252747,5.0,,,,,,,3.0,Zufriedenstellend,750.5,,501-1000€,
R_ptvAZlWv87EJHJD,35.5,31-40 Stunden,2.0,1.0,0.0,0.0,46.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),10317.0,Diplom,1,165.0,75.0,27.548209366391188,3.0,0.0,0.0,100.0,100.0,100.0,79.0,2.0,Weniger gut,5250.5,,5001-5500€,
R_dh7xzO81KZ16jg5,0.0,Nicht erwerbstätig,0.0,0.0,0.0,0.0,26.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),64342.0,Ohne beruflichen Bildungsabschluss,0,181.0,95.0,28.997893837184456,8.0,,,,,,,4.0,Gut,,250.0,,0-500€
R_qOdWe1lDukImMBH,35.5,31-40 Stunden,2.0,1.0,0.0,0.0,41.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),50259.0,Diplom,1,181.0,90.0,27.471688898385274,5.0,0.0,0.0,50.0,,10.0,50.0,3.0,Zufriedenstellend,4250.5,,4001-4500€,
R_2E0ijSMJAP4VWNM,35.5,31-40 Stunden,,,,,52.0,Female,2.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),76534.0,Fachschulabschluss,0,169.0,57.0,19.95728440880922,3.0,,,,,,,4.0,Gut,,1750.5,,1501-2000€
R_2fpRYi7WqoXxB8A,35.5,31-40 Stunden,2.0,1.0,0.0,0.0,36.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),4179.0,Bachelor,1,192.0,91.0,24.68532986111111,5.0,0.0,0.0,70.0,50.0,50.0,50.0,4.0,Gut,4750.5,,4501-5000€,
R_3O63X5rLoVUSWo9,0.0,Nicht erwerbstätig,0.0,1.0,0.0,0.0,70.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),6502.0,Diplom,1,171.0,75.0,25.64891761567662,5.0,0.0,0.0,51.0,,,50.0,3.0,Zufriedenstellend,2750.5,,2501-3000€,
R_agAf57K8HG6dScV,0.0,Nicht erwerbstätig,,,,,62.0,Male,1.0,3.0,Abschluss der Polytechnischen Oberschule der DDR,12355.0,Fachschulabschluss (DDR),0,172.0,65.0,21.971335857220122,6.0,,,,,,,2.0,Weniger gut,,250.0,,0-500€
R_2wRbNaSl8rLwfKu,5.5,1-10 Stunden,,,,,58.0,Female,2.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),63607.0,Lehre/ Berufsausbildung im dualen System,0,163.0,88.0,33.12130678610411,0.0,,,,,,,3.0,Zufriedenstellend,,750.5,,501-1000€
R_7P5Ejhd43me3Osp,0.0,Nicht erwerbstätig,3.0,1.0,0.0,0.0,34.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),30459.0,Lehre/ Berufsausbildung im dualen System,0,163.0,51.0,19.195302796492154,7.0,0.0,0.0,80.0,96.0,92.0,100.0,4.0,Gut,2250.5,,2001-2500€,
R_pfyIYJNjca7P8Kl,45.5,41-50 Stunden,,,,,59.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),4509.0,Diplom,1,178.0,115.0,36.295922232041406,4.0,,,,,,,2.0,Weniger gut,,2750.5,,2501-3000€
R_3MfAaCdT1ki3WCO,45.5,41-50 Stunden,2.0,0.0,0.0,0.0,57.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),41540.0,Ohne beruflichen Bildungsabschluss,0,173.0,85.0,28.40054796351365,6.0,,,,,,,4.0,Gut,2750.5,,2501-3000€,
R_1lgGa30e8TVjRd0,0.0,Nicht erwerbstätig,,,,,68.0,Female,2.0,2.0,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),47226.0,Ohne beruflichen Bildungsabschluss,0,162.0,92.0,35.055631763450684,0.0,,,,,,,1.0,Schlecht,,1750.5,,1501-2000€
R_1rMkFV0iOY8tKOp,35.5,31-40 Stunden,0.0,1.0,0.0,0.0,68.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),35516.0,Diplom,1,180.0,75.0,23.148148148148145,7.0,0.0,0.0,90.0,100.0,,80.0,4.0,Gut,3250.5,,3001-3500€,
R_2coLKct6bi3sHUD,35.5,31-40 Stunden,,,,,45.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),33803.0,Fachschulabschluss,0,182.0,128.0,38.64267600531336,4.0,,,,,,,3.0,Zufriedenstellend,,1750.5,,1501-2000€
R_6Li4Tj6xRsH7vhv,35.5,31-40 Stunden,1.0,1.0,0.0,0.0,62.0,Male,1.0,3.0,Abschluss der Polytechnischen Oberschule der DDR,6628.0,Fachschulabschluss (DDR),0,186.0,88.0,25.4364666435426,5.0,0.0,0.0,58.0,52.0,,50.0,2.0,Weniger gut,1750.5,,1501-2000€,
R_sMg1dD4tjpE75ZL,15.5,11-20 Stunden,0.0,0.0,0.0,0.0,19.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),37688.0,Bachelor,1,155.0,50.0,20.811654526534856,6.0,,,,,,,4.0,Gut,,2750.5,,2501-3000€
R_2pMkoXlTbUK0dza,0.0,Nicht erwerbstätig,,,,,57.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),95126.0,Diplom,1,173.0,95.0,31.741788900397605,2.0,,,,,,,3.0,Zufriedenstellend,,250.0,,0-500€
R_Qal0ZyeBbxouOch,25.5,21-30 Stunden,,,,,49.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),83043.0,Promotion,1,164.0,66.0,24.538964901844146,5.0,,,,,,,4.0,Gut,,3250.5,,3001-3500€
R_2ysDMbMVAPndnZ2,35.5,31-40 Stunden,0.0,1.0,0.0,0.0,25.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),60314.0,"Lehre/ Berufsausbildung im dualen System,Bachelor",1,175.0,60.0,19.591836734693878,4.0,1.0,1.0,71.0,,,60.0,4.0,Gut,4750.5,,4501-5000€,
R_3KoRPgITpezKaWT,35.5,31-40 Stunden,2.0,1.0,0.0,0.0,57.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),18275.0,Promotion,1,179.0,88.0,27.46481071127618,7.0,0.0,0.0,90.0,,,75.0,1.0,Schlecht,4750.5,,4501-5000€,
R_prZzZHaf7suRhlv,0.0,Nicht erwerbstätig,,,,,69.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),22335.0,Bachelor,1,183.0,78.0,23.291229956104985,3.0,,,,,,,4.0,Gut,,1750.5,,1501-2000€
R_Rf9rmC1S7YQs8vL,35.5,31-40 Stunden,0.0,2.0,0.0,0.0,57.0,Male,1.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),67071.0,Lehre/ Berufsausbildung im dualen System,0,192.0,108.0,29.296875,7.0,0.0,0.0,71.0,,,69.0,3.0,Zufriedenstellend,3750.5,,3501-4000€,
R_1Iymyjj9KXFERyq,15.5,11-20 Stunden,2.0,1.0,0.0,0.0,46.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),24105.0,"Lehre/ Berufsausbildung im dualen System,Diplom",1,173.0,71.0,23.722810651876106,6.0,-1.0,-1.0,85.0,90.0,75.0,81.0,4.0,Gut,4750.5,,4501-5000€,
R_2S7tldJJyCQsXch,45.5,41-50 Stunden,0.0,1.0,0.0,0.0,67.0,Male,1.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),84028.0,Fachschulabschluss,0,172.0,94.0,31.77393185505679,6.0,0.0,0.0,30.0,3.0,0.0,17.0,4.0,Gut,2750.5,,2501-3000€,
R_2fCJgNbZnjCOkaW,35.5,31-40 Stunden,,,,,30.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),7407.0,Lehre/ Berufsausbildung im dualen System,0,194.0,95.0,25.241789775746625,1.0,,,,,,,3.0,Zufriedenstellend,,2250.5,,2001-2500€
R_AzdK4Ip30y88aAh,0.0,Nicht erwerbstätig,1.0,0.0,1.0,0.0,69.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),65375.0,Lehre/ Berufsausbildung im dualen System,0,175.0,70.0,22.857142857142858,1.0,,,,,,,2.0,Weniger gut,3750.5,,3501-4000€,
R_V1ODuoII7rEcVNL,0.0,Nicht erwerbstätig,0.0,1.0,0.0,0.0,63.0,Male,1.0,2.0,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),32756.0,Fachschulabschluss,0,183.0,106.0,31.652184299322162,0.0,-1.0,-1.0,51.0,,,60.0,3.0,Zufriedenstellend,2250.5,,2001-2500€,
R_1dcS2r4YbHsMbZ4,0.0,Nicht erwerbstätig,,,,,40.0,Female,2.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),31134.0,Lehre/ Berufsausbildung im dualen System,0,164.0,85.0,31.603212373587155,5.0,,,,,,,3.0,Zufriedenstellend,,2250.5,,2001-2500€
R_2TZ87fYHyiBIaqE,0.0,Nicht erwerbstätig,,,,,63.0,Female,2.0,2.0,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),34385.0,Ohne beruflichen Bildungsabschluss,0,172.0,102.0,34.47809626825311,5.0,,,,,,,3.0,Zufriedenstellend,,250.0,,0-500€
R_1igtNdQgMZYMsHI,15.5,11-20 Stunden,0.0,0.0,2.0,0.0,31.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),65428.0,Ohne beruflichen Bildungsabschluss,0,174.0,74.0,24.441802087462015,4.0,,,,,,,4.0,Gut,2750.5,,2501-3000€,
R_3nUFdeXY6El1dYy,35.5,31-40 Stunden,,,,,48.0,Male,1.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),21423.0,Lehre/ Berufsausbildung im dualen System,0,181.0,86.0,26.25072494734593,6.0,,,,,,,3.0,Zufriedenstellend,,4250.5,,4001-4500€
R_2zveZNePfVsUE3R,35.5,31-40 Stunden,,,,,29.0,Female,2.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),46419.0,Lehre/ Berufsausbildung im dualen System,0,179.0,77.0,24.031709372366656,6.0,,,,,,,3.0,Zufriedenstellend,,2250.5,,2001-2500€
R_1H0P46HwrGsn5SM,0.0,Nicht erwerbstätig,0.0,1.0,0.0,0.0,51.0,Female,2.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),82041.0,Lehre/ Berufsausbildung im dualen System,0,157.0,48.0,19.473406629072173,10.0,0.0,-1.0,,,,,1.0,Schlecht,2750.5,,2501-3000€,
R_2WUP8oPRZbJotRm,25.5,21-30 Stunden,1.0,1.0,0.0,0.0,34.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),40589.0,Bachelor,1,160.0,95.0,37.10937499999999,3.0,0.0,0.0,40.0,65.0,,90.0,4.0,Gut,4750.5,,4501-5000€,
R_1GU4faIY77BVlsH,35.5,31-40 Stunden,1.0,1.0,0.0,0.0,36.0,Male,1.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),1277.0,Fachschulabschluss,0,175.0,85.0,27.755102040816325,8.0,0.0,0.0,74.0,40.0,,50.0,5.0,Sehr gut,4250.5,,4001-4500€,
R_3QYKgBBrrjF3AGn,45.5,41-50 Stunden,2.0,1.0,0.0,0.0,41.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),97980.0,Lehre/ Berufsausbildung im dualen System,0,188.0,107.0,30.273879583521957,3.0,0.0,0.0,80.0,40.0,30.0,40.0,3.0,Zufriedenstellend,4250.5,,4001-4500€,
R_1GTXf0gR6jSS6VT,15.5,11-20 Stunden,,,,,65.0,Male,1.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),64319.0,Lehre/ Berufsausbildung im dualen System,0,188.0,91.0,25.746944318696244,7.0,,,,,,,3.0,Zufriedenstellend,,2250.5,,2001-2500€
R_1Hk8iKdTEnCmW2k,0.0,Nicht erwerbstätig,,,,,67.0,Male,1.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),67657.0,Lehre/ Berufsausbildung im dualen System,0,176.0,106.0,34.22004132231405,3.0,,,,,,,4.0,Gut,,1750.5,,1501-2000€
R_2c3DP1lIB5melr3,0.0,0 Stunden,4.0,1.0,0.0,0.0,38.0,Female,2.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),83101.0,Lehre/ Berufsausbildung im dualen System,0,166.0,75.0,27.21730294672667,5.0,-1.0,0.0,75.0,76.0,98.0,80.0,3.0,Zufriedenstellend,2750.5,,2501-3000€,
R_3Gm5FZyhqF3NXTi,0.0,Nicht erwerbstätig,0.0,1.0,0.0,0.0,50.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),59229.0,"Lehre/ Berufsausbildung im dualen System,Fachschulabschluss",0,161.0,52.0,20.060954438486167,4.0,0.0,0.0,100.0,,,0.0,3.0,Zufriedenstellend,3250.5,,3001-3500€,
R_2c7yMjmDuktSGhU,0.0,Nicht erwerbstätig,0.0,1.0,0.0,0.0,52.0,Male,1.0,2.0,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),76297.0,Lehre/ Berufsausbildung im dualen System,0,180.0,139.0,42.901234567901234,2.0,-2.0,-2.0,95.0,,,85.0,2.0,Weniger gut,1250.5,,1001-1500€,
R_2bJmAmfzcDBxAY1,45.5,41-50 Stunden,2.0,1.0,0.0,0.0,52.0,Male,1.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),63688.0,Lehre/ Berufsausbildung im dualen System,0,186.0,85.0,24.56931437160365,4.0,0.0,0.0,31.0,,,20.0,4.0,Gut,4750.5,,4501-5000€,
R_3Pn4SyZVVUiwDjB,0.0,Nicht erwerbstätig,,,,,56.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),90522.0,Fachschulabschluss,0,168.0,66.0,23.384353741496604,6.0,,,,,,,1.0,Schlecht,,1750.5,,1501-2000€
R_1d5NU6onI1r7rTp,35.5,31-40 Stunden,,,,,39.0,Male,1.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),38855.0,Lehre/ Berufsausbildung im dualen System,0,178.0,81.0,25.5649539199596,2.0,,,,,,,4.0,Gut,,2250.5,,2001-2500€
R_1IBhOgnk5TMH5xp,35.5,31-40 Stunden,0.0,1.0,0.0,0.0,29.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),44629.0,Lehre/ Berufsausbildung im dualen System,0,163.0,69.0,25.970115548195267,5.0,0.0,0.0,50.0,,,50.0,4.0,Gut,4250.5,,4001-4500€,
R_1GxF0WJlB7C668H,35.5,31-40 Stunden,,,,,33.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),30823.0,"Lehre/ Berufsausbildung im dualen System,Fachschulabschluss,Bachelor",1,182.0,75.0,22.6421929718633,4.0,,,,,,,4.0,Gut,,2250.5,,2001-2500€
R_3HNCpekVuEa3cLF,45.5,41-50 Stunden,,,,,35.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),47803.0,Master,1,173.0,64.0,21.383941996057334,5.0,,,,,,,4.0,Gut,,5750.5,,5501-6000€
R_3F4kwYrDSOnAJI9,35.5,31-40 Stunden,0.0,1.0,0.0,0.0,40.0,Male,1.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),38474.0,Diplom,1,172.0,71.0,23.99945916711736,2.0,1.0,0.0,0.0,,,100.0,4.0,Gut,4250.5,,4001-4500€,
R_1nV1uWmNa0pRFDc,0.0,0 Stunden,,,,,63.0,Female,2.0,2.0,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),54484.0,Lehre/ Berufsausbildung im dualen System,0,163.0,66.0,24.840980089578082,6.0,,,,,,,3.0,Zufriedenstellend,,3250.5,,3001-3500€
R_qJ9PhdHhEOnsVnH,0.0,Nicht erwerbstätig,0.0,1.0,0.0,0.0,67.0,Male,1.0,2.0,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),33605.0,Lehre/ Berufsausbildung im dualen System,0,172.0,84.0,28.393726338561386,0.0,0.0,0.0,50.0,,,50.0,4.0,Gut,3250.5,,3001-3500€,
R_2ccHJgBtKKSneuh,35.5,31-40 Stunden,,,,,50.0,Male,1.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),25482.0,Lehre/ Berufsausbildung im dualen System,0,185.0,76.0,22.205989773557338,7.0,,,,,,,4.0,Gut,,4750.5,,4501-5000€
R_2fpLDBqHugncUsV,45.5,41-50 Stunden,1.0,1.0,0.0,0.0,38.0,Male,1.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),90480.0,Lehre/ Berufsausbildung im dualen System,0,175.0,102.0,33.30612244897959,9.0,1.0,1.0,75.0,90.0,90.0,25.0,3.0,Zufriedenstellend,5750.5,,5501-6000€,
R_bmejgaqXxJTV0Yx,0.0,0 Stunden,,,,,55.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),99086.0,Master,1,183.0,86.0,25.680074054167036,7.0,,,,,,,3.0,Zufriedenstellend,,4250.5,,4001-4500€
R_3nqS17BZK9FbyT7,0.0,Nicht erwerbstätig,,,,,63.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),6406.0,Diplom,1,186.0,138.0,39.88900450919181,6.0,,,,,,,3.0,Zufriedenstellend,,2750.5,,2501-3000€
R_2ttJobB0p0TYh4T,35.5,31-40 Stunden,0.0,1.0,0.0,0.0,30.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),42697.0,Lehre/ Berufsausbildung im dualen System,0,161.0,88.0,33.94930751128428,3.0,0.0,0.0,93.0,,,55.0,4.0,Gut,4750.5,,4501-5000€,
R_Q4jAfVeATwEi7DP,25.5,21-30 Stunden,,,,,55.0,Female,2.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),22175.0,Lehre/ Berufsausbildung im dualen System,0,166.0,87.0,31.572071418202935,2.0,,,,,,,2.0,Weniger gut,,1250.5,,1001-1500€
R_6ormCCmq1KO1hU5,25.5,21-30 Stunden,1.0,0.0,0.0,0.0,53.0,Female,2.0,3.0,Abschluss der Polytechnischen Oberschule der DDR,6463.0,Lehre/ Berufsausbildung im dualen System,0,160.0,60.0,23.437499999999996,10.0,,,,,,,4.0,Gut,1250.5,,1001-1500€,
R_1DJdDeiwrpQI87z,0.0,Nicht erwerbstätig,,,,,62.0,Male,1.0,3.0,Abschluss der Polytechnischen Oberschule der DDR,94256.0,Diplom,1,194.0,104.0,27.63311722818578,3.0,,,,,,,4.0,Gut,,750.5,,501-1000€
R_24r2TUVUxCEquIB,45.5,41-50 Stunden,0.0,1.0,1.0,1.0,35.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),29614.0,Master,1,178.0,77.0,24.302487059714682,6.0,0.0,0.0,59.0,26.0,,56.0,4.0,Gut,6250.5,,6001-6500€,
R_3CCTCIxeBEbPzCY,35.5,31-40 Stunden,0.0,1.0,0.0,0.0,46.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),80995.0,Diplom,1,179.0,66.0,20.598608033457133,3.0,0.0,0.0,29.0,,,50.0,4.0,Gut,4750.5,,4501-5000€,
R_1kRXOJJhlc2QPJ3,25.5,21-30 Stunden,,,,,62.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),53842.0,Diplom,1,184.0,109.0,32.19517958412098,5.0,,,,,,,4.0,Gut,,5250.5,,5001-5500€
R_3qsqsoNsemU4Y3D,5.5,1-10 Stunden,1.0,1.0,0.0,0.0,50.0,Female,2.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),48488.0,Lehre/ Berufsausbildung im dualen System,0,176.0,84.0,27.117768595041323,6.0,0.0,0.0,100.0,100.0,100.0,100.0,2.0,Weniger gut,2250.5,,2001-2500€,
R_3JnqJJoXck6OHIn,0.0,Nicht erwerbstätig,,,,,61.0,Female,2.0,2.0,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),51688.0,Ohne beruflichen Bildungsabschluss,0,163.0,75.0,28.228386465429637,9.0,,,,,,,4.0,Gut,,250.0,,0-500€
R_2zzLW6A01k1NmAB,0.0,Nicht erwerbstätig,0.0,0.0,1.0,0.0,26.0,Male,1.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),81477.0,Ohne beruflichen Bildungsabschluss,0,183.0,72.0,21.49959688255845,7.0,,,,,,,3.0,Zufriedenstellend,1750.5,,1501-2000€,
R_3ReWy2SMIUhnprL,0.0,Nicht erwerbstätig,0.0,1.0,0.0,0.0,67.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),12627.0,"Lehre/ Berufsausbildung im dualen System,Fachschulabschluss (DDR)",0,160.0,66.0,25.781249999999996,7.0,0.0,0.0,50.0,30.0,,50.0,3.0,Zufriedenstellend,2750.5,,2501-3000€,
R_RzcDvCWU0dNkuBP,35.5,31-40 Stunden,0.0,0.0,0.0,0.0,64.0,Female,2.0,3.0,Abschluss der Polytechnischen Oberschule der DDR,22087.0,Lehre/ Berufsausbildung im dualen System,0,170.0,48.0,16.60899653979239,7.0,,,,,,,1.0,Schlecht,1750.5,,1501-2000€,
R_1i8WQbM9vRt9Kyv,0.0,Nicht erwerbstätig,,,,,67.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),54595.0,Ohne beruflichen Bildungsabschluss,0,185.0,113.0,33.01680058436815,0.0,,,,,,,3.0,Zufriedenstellend,,1250.5,,1001-1500€
R_8ps9ehIJpMewdeV,45.5,41-50 Stunden,2.0,1.0,0.0,0.0,48.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),63225.0,Master,1,188.0,81.0,22.917609778180175,2.0,0.0,0.0,50.0,51.0,50.0,50.0,5.0,Sehr gut,7750.5,,7501-8000€,
R_1oGxnojJIBRNFhr,5.5,1-10 Stunden,1.0,1.0,0.0,0.0,60.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),85049.0,Fachschulabschluss,0,176.0,101.0,32.60588842975207,3.0,0.0,0.0,81.0,,,50.0,4.0,Gut,7750.5,,7501-8000€,
R_2E9L0hOHJzeRa8o,0.0,Nicht erwerbstätig,,,,,69.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),56179.0,Fachschulabschluss (DDR),0,161.0,74.0,28.54828131630724,7.0,,,,,,,4.0,Gut,,750.5,,501-1000€
R_01ltqhhoj7KXLfH,15.5,11-20 Stunden,,,,,44.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),81541.0,Diplom,1,164.0,72.0,26.769779892920884,1.0,,,,,,,5.0,Sehr gut,,2250.5,,2001-2500€
R_1lz9glb05OpbM4X,35.5,31-40 Stunden,0.0,1.0,0.0,0.0,61.0,Male,1.0,3.0,Mittleren Schulabschluss (z.B. Realschulabschluss),66693.0,Lehre/ Berufsausbildung im dualen System,0,178.0,79.0,24.933720489837143,2.0,0.0,-1.0,66.0,,,70.0,4.0,Gut,2750.5,,2501-3000€,
R_2S7AO2vTqHRTGkE,0.0,Nicht erwerbstätig,0.0,1.0,0.0,0.0,63.0,Male,1.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),50937.0,Bachelor,1,168.0,72.0,25.510204081632658,1.0,0.0,0.0,80.0,,,75.0,4.0,Gut,3750.5,,3501-4000€,
R_1dhNyllghl36NnR,0.0,Nicht erwerbstätig,0.0,0.0,0.0,0.0,67.0,Female,2.0,4.0,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),24146.0,Master,1,170.0,48.0,16.60899653979239,2.0,,,,,,,3.0,Zufriedenstellend,,3750.5,,3501-4000€
